b0cd3eff6da5bcf85da17dcb5df2ef36aa4db4eb06f4bb7e04cee16312fee6c4.json,"['TrojanDownloader', 'Adload']"
aee8c54c368a65cf775429d6c9ed935bb3e46b44a9e6655f24aa3fde52e063d1.json,[]
4f511eca38708444d75db0874653d80c8a97b086e7505370a5ac537d3d9bf5fa.json,"['DoS', 'Xorddos!rfn']"
d38b3f6d228638ad9046985d388b62066d2249397c4aa85f7cd12d929129d445.json,"['Backdoor', 'Setag']"
c3ee43a0c6ec22aee8c3a3333f4a336ed74d2c6a55fb5b9ce397ae3d33cd4856.json,"['Backdoor', 'Setag!rfn']"
4a5d98f551781b4f3902e838998af3e641d54437a384381426ad9099f3348c97.json,"['Trojan', 'Skeeyah']"
ea520d2eb6a7ee8e1caad62bd3e81e6821e63202076cc84c63d7bdff66d64565.json,"['DoS', 'Xorddos!rfn']"
771c478b1b7c64b97b115ce9310339bfda1f43a019280e3880fb7bd201a461c3.json,"['Backdoor', 'Setag!rfn']"
a09f1654627694b89321e3ad05cb2712d27e8f43d7ba3e65d04513d796844d27.json,"['Trojan', 'Mirai']"
fa2212b1eb3ef6d349abf9957ca4e8869074f9a5c5cd987e46933f4fdb54c3f6.json,"['Backdoor', 'Berbew']"
f83cb2e114ef666439fb6545ce642e3ef51a785655fd0cd46fbd6b73885be601.json,"['Trojan', 'Xorddos']"
9e3b34a8e9f9f5d5758101b89ead72745ad48326ccc157acb4ae105ceabff419.json,"['Virus', 'Vit']"
2555009fc0fedb2586c08e6c729dac55864263a13a03bb42bc973049f8aeb9a9.json,"['Trojan', 'Gafgyt']"
368368386255fd8dd129fd3a57a580d7ad1ba2257a0fdb2d7efd3f2c2377ad3d.json,"['Trojan', 'Skeeyah']"
bc8f08cb9c09302482063c1a5f39f33be12384177c5d3ef914a1c8234e007008.json,"['Trojan', 'Gafgyt']"
6b1ae552c0890ea478ee255346d2e172d3eeefbafb2191a12c54b81b6457297f.json,"['DoS', 'Xorddos!rfn']"
903e8712c893d2849b162f5be532de7e2b6708bbf9ba3e2c7d62022a9f9711ff.json,[]
cd2cdf30b5b72f68ee99fc706ab3734e1aa1c3da09eb1443fabddf86d5b316ea.json,[]
164ea8b9770cbe93cad87492cae69c59258e700895fd29f708ce7cc7a64f3ff9.json,"['Trojan', 'Dnsamp']"
39d6d872d574c1570435719dc3d3ba72f63c4c0e7d631820be89b25b0157d942.json,"['Trojan', 'Gafgyt']"
91c843afad5a80dc96046026888a8e8f7b92d6b42f37ef5b8f339c62cf9c85df.json,"['Backdoor', 'Setag!rfn']"
6e23f57cf507ec97a81a5ad0b9586436d00dec1b0d331741ffe9945f2442a3d3.json,"['Backdoor', 'Setag!rfn']"
b8717150ae83172f17ff0ad1122508e719cfd09d27574022f3d825ea2b1af575.json,"['Trojan', 'Gafgyt']"
c54e638de93393dc0fb30fc8662d4749fd748065f798884c14174a7d942f6558.json,[]
998205a2f3ba128c914c53fdac960808056f596ce847589fd5cf0f3d3a566606.json,"['Virus', 'Vit']"
89e5a655fa237037968f865f61c27a0eef9f6c296fc5c8702ce708ce703f892a.json,[]
298318a235c4297884ca0aa9f1ea18b5f44f9cd2f5566a704b7239b587fcc8c5.json,"['DDoS', 'Lightaidra!rfn']"
7b124516827e688348599aefa108ead19d783f33d962e956ffed599ad8e36c92.json,"['Backdoor', 'Setag!rfn']"
3cdf1933457c6436536e484ab1f7234d9a0bfd29c7f6febc2ea7b7c2cf81f247.json,"['Backdoor', 'Setag!rfn']"
70aa45d03c842895b9ce1cb4672b92186e72e329cb0784ec6630b0a1cccb6e71.json,"['Trojan', 'Skeeyah']"
41c71a1409eb5128567168ef02ba82831210f6adf8373feecf1778faffcb3c62.json,"['Trojan', 'Gafgyt']"
5f91395e5b3f19c5d0729b419c162f8cc425770738dcad6ab40d8f2c47b02657.json,[]
d7bfb364c72a3c8c0b9c2296d47cce97ce4ba73b2911b222677e04234cfb4827.json,[]
f6a87465cbebb55f3a119371b86064d5534db552c38ceb5b66c3c0300e731322.json,"['Backdoor', 'Setag!rfn']"
669a981d41f5d4f68d59b9240dd04d2c7c97ad22e875f79e139ed102b5f53743.json,"['Trojan', 'Lady']"
8a1c0c6bcdd15226fa9559cd421b9ccc4eefd1e6864a6e563ecc6a07fb3258aa.json,"['Trojan', 'Orsam!rts']"
306f4a581df73d068fd4c1710bcad4984955953261fbb798fe360dc531a152dd.json,"['DDoS', 'Lightaidra!rfn']"
21c6f3fc3f063cea817575f6405e92427e948c6d1fb55d80ec3473c1fcfa84a6.json,[]
d9ba655a98b2dafdfa6944cadbb7b43f38813efadf4922abe8df968b48664f81.json,"['DDoS', 'Lightaidra']"
a43c0583ecf20a3c24e4055f88d1402be300958b87b044bfe58a27c3a868e8b0.json,[]
4424277afd86e7a720cec019db3a08c47d191c82f5758cf698d069d72f79719c.json,"['Backdoor', 'Mirai!rfn']"
9e629680b7e58c8a237dc260892614a7c39df6d8acd4201d1bde5a2d0eb8565c.json,"['DDoS', 'Lightaidra']"
d1752a44dbfe1792e6d85c5319a07edd1459e4556f1b4e8f24e04cfa7418e781.json,"['Trojan', 'Gafgyt']"
a307bf14ad883c18b7784ab01c345656ad0c273bb23e5b49408d370acca54c9c.json,"['Trojan', 'Gafgyt']"
2e23226161329b830e6efec1a90ab7d81d39a530f4a97e63589b741fd6899814.json,"['Trojan', 'Mirai']"
0c2d0d7884b36868ab5a18541f114370cfde865dc04a4dbf73d2309d71d8ba81.json,"['Trojan', 'Ddostf']"
c0553e7aadd3053e7e1407467ced31c545cfccd7d7c1ece7779dd4ea4158ffc7.json,[]
6a2acf492ccfca51e33ad376da0fd99cf92e747c2cd44c4925cbc12c279b55d2.json,"['Backdoor', 'Mirai']"
21b26759bba520b1e01a935f07ce6c0146adee5b7af9556fd62a31b923f2d953.json,"['Trojan', 'Mirai']"
e101a4748671598273513c0361f7ba15e596de7618febe4586d62892020de8d9.json,False
699ecbcf3ed8b6e91c8991d8a18e6c5297b73406e3363c546b6027e527721b83.json,[]
082c1eb6e9d0a12779f7474a328aa80dd2ae51634a892a1a9be4dab538ec775b.json,[]
b292ce11883ed388b63d8204a2b95cf0bf092c538c5db637e3644d53fd7d185d.json,"['DoS', 'Xorddos!rfn']"
7c4789e3fd2fd0229863592c445489799c595e215fa8bbced41b7f7568a6a8a2.json,"['DoS', 'Xorddos!rfn']"
f4d1a1f4a09cb9ec2a91620e4e25afe1d39b4adaa0b21d15ce491366d20f88f6.json,[]
c9687f1072d9d485717fac504adf5c1b3640392522452a93766fb2ef5dcc09f3.json,"['Trojan', 'Dnsamp']"
6b32fefb356b27caa2180be17755d09639f0654096a1a0c61e8f10f4f2ac1626.json,"['potentially unwanted', 'CoinMiner']"
84e6365338cbf5b872f1e12e4f0d3123c5c201af25b38a1e74ca96677ed97977.json,"['Trojan', 'Gafgyt']"
c68daa54c09818f6bffc4c5b2936fe8d50b406363ec6076abc87fa87845f327b.json,"['Trojan', 'Gafgyt']"
7cc46c6360ae0bd2d7e5447d6d7748c2708adbaab0be6638a35e32205f783d23.json,"['Backdoor', 'Mirai!rfn']"
b8495bb0e025a26931f7641c94c1aa7d840e63eb53ad0cfba50feaf5631e03d7.json,[]
2a6ec46f1106bfabb1949e03254f77ba059aceb9fd027846c11b9f93d997f45a.json,"['DDoS', 'Lightaidra']"
83686ec4b36aaf6484c38c0d4bdfde66edd24d9418c4f0a79b175bf918e49cf8.json,"['Trojan', 'Gafgyt']"
7c3758215a712100b5abf911c94ec648eccdaa2c9057df9153705d89de87763e.json,"['DDoS', 'Lightaidra']"
70882558937635dd7d0e37eccb5e6713700dce66dc4e530430a4a36a1816c77f.json,"['Trojan', 'Gafgyt']"
72f7032945af6052b09aebcdc0e3226748c18e59810cd1f1f51251cb23e0a0ec.json,"['Trojan', 'Dofloo']"
02468711c8d754071a9241bc98071cf3930a80ba9ed3b983112af990b1786713.json,"['DDoS', 'Lightaidra']"
7acdd1adc4b2c7a800c55b3892a6d80e0dcb42025324571ca193022128b7515a.json,"['Backdoor', 'Setag!rfn']"
b332f1db25cd8ebff4c05a213a16df902c7ace1cdae183eacd984202f0405b8f.json,"['Backdoor', 'Setag!rfn']"
699700553391eccc45b0ebc3719340c458353fccff79b04b4e3e284fbc4e31c0.json,"['Backdoor', 'Tsunami']"
a4d12557606c385a227bcf935ea202b7a185023767ad8a91c63afcb064c0abca.json,"['Trojan', 'Mirai']"
5317f3da2e1a258e5d5e5e6b6941118f1c311c2d75471e90f47cdbec0ecb7601.json,"['Exploit', 'Lotoor']"
1021cedc679d9dba7c189f55f960ae2383c5c7a0607234b7eaad659b8316bd54.json,"['Backdoor', 'Setag!rfn']"
0d65cb9fb6d76db333a62dfac2d08e0c083e6f30eb1c50d4f8f40650ea54b2a3.json,"['Backdoor', 'Setag']"
c42aaaa4df289a8b97ad45b7e9b84ebb3604d9ed959633537b9d35447cae548b.json,"['Trojan', 'Dofloo']"
1735bf4d83e8a67e55b40f6a16e7e1a0d3abd49bb100e72f28501d5730255b31.json,"['Trojan', 'Slexec']"
11834b66b6d93ef9f62460776a1411f7ee3e55fe543ab683e116b7dfdb86c66c.json,"['Trojan', 'Xorddos']"
ca55859a06c5e2ca7a277275f70e1023c13c565108f532a83f16fb68448d45ad.json,"['DDoS', 'Lightaidra']"
a25b0048d2f80a5b535643b7bcfb1f1fe07dfeaaee589244782d92cde8aa44bf.json,[]
5fe23dc911b483d93a3d45b30fa0febb58113f451983a0bfb7e3fdd861181b33.json,"['Trojan', 'Mirai']"
b038216a3e608a19fcb09dede0085c7d91b9e6ff6f0b03dd8a822c8e37331654.json,"['Backdoor', 'Mirai!rfn']"
2644ae0f7409b423ab18f5207b39ab7514e2bf0ac3cff8e7ac242c43f4de2f4d.json,"['Backdoor', 'Setag!rfn']"
2515d5b6d747751a792e3ed768d2e6802c4bb588b40802c124ca32a98567091f.json,"['DDoS', 'Lightaidra']"
f79a11436e30f796a3150c98aaada7d58a41d6283ed86a730b9d7d5916784603.json,"['Backdoor', 'Tsunami']"
8f49e0383f1528e9503c12dd36a5f2d9529e5aa93181831300bc3e073c0607b1.json,"['Trojan', 'Dnsamp']"
56c28ca56f00ff87096575b962ffd8ad66d01f9411b79257a8162c8acfd0a91f.json,"['Backdoor', 'Setag!rfn']"
064c6b988cc5b9b85a536e854469e6d9b186ce3315bb23af5dc145e04371b629.json,[]
d9791f4dfd903bf3c7c5258ac4ae92df11fc37c3b1749e15f173c1aeb6fafb67.json,"['Backdoor', 'Berbew']"
3ab2e27dc50af1f5d994191b0c9ae03ab01438769847b3ef0e3a9fda74a4d6c0.json,"['Trojan', 'Elknot']"
e852c1efc35e3a9a404006f3536706a4b929e507931d5694de1488c65cf8bc02.json,[]
3407647f7df3d0a436e335833e258c74a7bd19bdb416b4e0dcb844c8429cb0ad.json,"['Trojan', 'Dofloo']"
6d95ce1db6d060645d515d92ec8e77ed2df9b4d208560e63cd6a030237db6285.json,"['DDoS', 'Lightaidra!rfn']"
7ed8f786a263690deeea86ef18679b7598bb907e904f95844c489aed90ca5667.json,"['Trojan', 'Gafgyt']"
c3ca04f3ea1f643ec2e04117efbcba263646307732b3ea1a27fa0cdb038651ac.json,"['DoS', 'Xorddos!rfn']"
30a438721e0c6a4f06b352b59d597034b6dccb9a6da14982c933a808526df27c.json,"['Trojan', 'Gafgyt']"
e3e5e1f8f08cbfe52916d4d1026da86cd86252224de9dcb2847c79ead2815e7e.json,"['Trojan', 'Dofloo']"
3ec97bf5cd614f179d425fc12afd426540ff95b259516c728e165243e9e891b6.json,"['Virus', 'Vit']"
671b69141a7d9f0350bc327812b6e984aed50062742ad8d427b6c4d5c0389490.json,"['Trojan', 'Gafgyt']"
cdf0ead14b74f02e36b19d9d8373ab0ed6d3f2d2c77cc1739e11bbc1752083ca.json,"['Trojan', 'Mirai']"
bda934278585d1fa0d0a660b82fd96ec260291350d512fb28b1a2191326210ea.json,"['Backdoor', 'Setag!rfn']"
ec1241a442a20b38e67573d87f839d2b223627be85de2a6e28105d9cbab0fe05.json,"['Backdoor', 'Tsunami']"
41a32143f9638a55dcb2e5fd3f2893699645ff149a5745763489f41e29b76621.json,"['Backdoor', 'Setag!rfn']"
cbfb5db2d17a200fe48d60a62631ef8e7edb365ae81b6609c6af42ee704f6cf6.json,[]
7402dbec1290223466ea401f627bb27004ec94f2b344902e72e375e88ff4d0af.json,"['Trojan', 'Xorddos']"
07ff39b03d5e6d2380b92848700a9cacd175dd07e16adf02402b9093fb14c806.json,"['DDoS', 'Lightaidra']"
dbeb0bd6c3c92e2ac143cb37276c86e8e9d91a1169e18b50dc5cf13556e00e40.json,"['Trojan', 'Mirai']"
39898d34ab97977b2a60fbb252e8dde39abbaf3c7494bc18453dc29a5b0158cd.json,"['Trojan', 'Gafgyt']"
75143e8c2eced6f05a36220455081586c571e4f8bc026d4e4012cbc79599cb67.json,"['Trojan', 'Gafgyt']"
f9bb1a3a35a7d97310ad07b51ad7ff5af825ed1772a22cebd083afe0818d10c6.json,"['Trojan', 'Gafgyt']"
d781620d4ab22790a5d0e34408781fbc669b674ad3fb6107e23a064322d6f124.json,[]
881692f7878985939995cd8e091db3fd74d62373517fa89dc5efd38b6f13a4cf.json,"['DoS', 'Elknot!rfn']"
ee7fafbd6552c66a2afe1f4dadc5ef682b17e32cf24774a28aeff8c39d2520ff.json,"['DoS', 'Xorddos!rfn']"
09c8e98df405c4d0adfd080f3885cd8d0f295ac9e90843e4dc4781ed05ef3f64.json,"['Trojan', 'Mirai']"
6703d0f9be37ee593dc46ceaff756687b62f2da25dabb684de29b899a0708cf5.json,"['Trojan', 'Gafgyt']"
e3c88d97f166962c81437456bfe317407765acca586fea5800417c005eb02b7b.json,[]
38a7e511fce3d247e651169c26c011d9652105532ac52c814759464579f019d5.json,"['TrojanDownloader', 'Adload']"
682f0003ae63cc6d2b9b1ea64bebbb8547d9fac02052e5d97f9832e4dc3427d4.json,"['DDoS', 'Lightaidra']"
350a69d62bea9bea69a742d85d3a466ec8b5d0cbe8685035e128d29dee0781da.json,"['Backdoor', 'Tsunami']"
5fbce4998aafeb8e67bad305e185b12eef4b7285446e9ddd8faf922e25e0c488.json,[]
f6061366a07493b5a0dbeac5d7d519645e43449ebe6ff4e6a3ad49c4cada0020.json,[]
c1c2da370e08606e30a1ff29a1657ab92f2f32cde78602845c2ed84e7d807eda.json,"['Trojan', 'Skeeyah']"
5cdc3918c46938ba1a4950ce547ea94b3e3f4f1cc14537c5f42273b6fbdc4d2a.json,[]
cfee4dc052f55092be32b01d63eaaec67e34ce979a969bc108ce77260b3ab954.json,"['Trojan', 'Tsunami']"
85ce551ad1a9037091745eff743f9c7127775f11ce94a61e2c7d3db9da100ca6.json,"['Trojan', 'Gafgyt']"
fc265002f222d351da29ea6bee1ea528c92499c9fecf075736b13209f19982a6.json,[]
aeb1066cff1ffa17538a970c2befeee0a84c17e9e4ceb12c41673f5ef218d9a4.json,[]
ed4137dcdd5fd6f7286af5aac7c5545a86c32a3f84a36673c6397f2ac52e9bcf.json,"['Virus', 'Vit']"
50087a3e1c24fea4a6e32687eca3dea1e9c5b00602366a768655aea4cfffb4d7.json,[]
53b86072c2c010f28a49ba1dc42f62b2d8affdd21826d94c30a2a8d46e7232aa.json,"['Trojan', 'Gafgyt']"
02fc09257bba8e1a2de1e260a7631579f45278cdf1438162fddc9a2014deea42.json,"['Trojan', 'Gafgyt']"
530be7b89b19584998234f44cc2bd8d90ff4c23b74e311b56ad65c6e247171bd.json,"['Trojan', 'Gafgyt']"
1b11c47c96afe40c623c70879a1e5e328d82666b3d7490cf66bcc0f3bccb7f63.json,"['Backdoor', 'Setag!rfn']"
e5af6cc964f15c11c772de9432cf4e4c37d7f3f3ab6e1c3b8143af0a74440f69.json,"['Trojan', 'Gafgyt']"
aecb1f05d25a69f37610f7b7dd1d7447df4f651519ae46fd290d40dcdadf1a9e.json,"['Trojan', 'Gafgyt']"
8ed12ef4ab2c2cbff4b3f78aa80e7f6c4258ded47730c6433fcd1d36133d1d34.json,[]
9b3f5828c694f558ef879a4ec3d82f3a9a214669f87a15a3791e5f8297931ce0.json,"['Trojan', 'Mirai']"
d11fa31a1c19a541b51fcc3ff837cd3eec419403619769b3ca69c4137ba41cf3.json,"['RiskWare', 'Miner']"
sample,type
4a91740090805522343e580bf2901cffd619b39d221a0ff522b224f2efd63e1a.json,False
29a89c0e636397bfc89eb4162034235fbc1078ed2c45276638f050f687d880e1.json,"['Trojan', 'Flooder']"
290093ea3041443c5a7286390b31d9fb853c6bfde39310a8741f28b3be95093c.json,False
9bf64af25ec963880945ffa0e781a1458cd46ca97fce9592a9139867867afc70.json,"['HackTool', 'HackTool']"
296e06707fce20d6179580a2066c0c0ae6e8204d4c0a6da99bdc4a65aea6c738.json,"['Virus', 'Vit']"
83fb7fa1c6ff5b79667b1dbe236d1808b6d8b7a861c4c21a90137c2e0cb3863b.json,"['Trojan', 'Mirai']"
7ed5f6397baccbd69da355e59c1bd1ae67c5a84aff11ba0c2e4101e3b64d057e.json,"['Trojan', 'Mirai']"
6041c044bdb92758a6aa6f3996777678f331c220d7fd7c7d4826f22a388f5530.json,"['Trojan', 'Mirai']"
f2b43d37e4e3a6a07ff33f62f9cb541cd4c0ef93a0b9295ea25c2b3ec848c4bf.json,"['Trojan', 'Gafgyt']"
6bff2f726100c1718a96b08af5069a8176509ff2fa265e66734d70bda02c6e87.json,"['Trojan', 'Mirai']"
5999600e23ed3b44a59f5e64435b38e44bd54630d93b36e088e6ea5f735a22a3.json,"['Trojan', 'Mirai']"
879a1dd0a321c7f9450964152938dc4c4e35a53eb0f74e22a738ad59c833aace.json,"['Trojan', 'Gafgyt']"
48de6683cf20978dc94a3cf504955034864317f05b7c4d4d0a8ffd6b4aca5c04.json,"['Trojan', 'Mirai']"
bd1ae151147497d29908416914f3bdc3fe9f58763461ec8f077071bbd4f9733e.json,"['Trojan', 'Gafgyt']"
0ebf8375867f0dd10bddacb5afdb8761a3739bbbf24c3d95c499a33fdf9973da.json,[]
f40eb58b00305e9313f5d1eb9fdb430d5e14d39505b01c49762d1d6c05ac9663.json,"['Trojan', 'Mirai']"
f8d5a52dc2c0b9c74b002bf6cf8ad47a35f3c1279f398e1d1ee4251a1dd4c23a.json,False
ddf719059fec38e31b48d306b678009adf8f2fbd22357ec0806d97fe6c8b1554.json,[]
0614dff4a76b841af1ce972a4ad02f157c55a940f6dc75d633c346f996ee6679.json,"['Trojan', 'Gafgyt']"
35e5230843f7591fb562117192384435ec03dd8fec653f4df3dd2b6da37b0480.json,"['Trojan', 'Gafgyt']"
e7bbc9facc1c6f5ac79ae762c5ed56bbcdb36bb71b21802b91c8450b97a31b67.json,"['Backdoor', 'Setag!rfn']"
c72747912fed6f5c66afd62ca21078aeeb0bc1f2d30dddc3460f64d0dbfbab6b.json,"['Trojan', 'Mirai']"
f07c759fb6fa52245c110c88527b4e06294c2712cf9e6a16519b9485a5d08052.json,[]
877592648db7fc47b448a9eb1d5b8289747bb946254569aef3a79a37f5b4e1f4.json,"['Trojan', 'Gafgyt']"
